,material_id,material_name,current,unit,jan,feb,mar,apr,may,jun,jul
489,0504040100900000,    สามทางท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว,562.96,อัน ,562.96,562.96,562.96,562.96,562.96,562.96,562.96
490,0504040101000000,    สามทางท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,1318.12,อัน ,1318.12,1318.12,1318.12,1318.12,1318.12,1318.12,1318.12
491,0504040101100000,    สามทางท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว,1814.12,อัน ,1814.12,1814.12,1814.12,1814.12,1814.12,1814.12,1814.12
492,0504050100000000, สามทางลดท่อเหล็กเคลือบสังกะสี,x,x,x,x,x,x,x,x,x
493,0504050100200000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 3/4 นิ้ว,26.04,อัน ,26.04,26.04,26.04,26.04,26.04,26.04,26.04
494,0504050100300000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว,42.47,อัน ,42.47,42.47,42.47,42.47,42.47,42.47,42.47
495,0504050100400000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว,67.27,อัน ,67.27,67.27,67.27,67.27,67.27,67.27,67.27
496,0504050100500000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 1/2 นิ้ว,84.32,อัน ,84.32,84.32,84.32,84.32,84.32,84.32,84.32
497,0504050100600000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว,124.93,อัน ,124.93,124.93,124.93,124.93,124.93,124.93,124.93
498,0504050100700000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 2 1/2 นิ้ว,236.84,อัน ,236.84,236.84,236.84,236.84,236.84,236.84,236.84
499,0504050100800000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว,338.21,อัน ,338.21,338.21,338.21,338.21,338.21,338.21,338.21
500,0504050100900000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว,604.19,อัน ,604.19,604.19,604.19,604.19,604.19,604.19,604.19
501,0504050101000000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,1759.87,อัน ,1759.87,1759.87,1759.87,1759.87,1759.87,1759.87,1759.87
502,0504050101100000,    สามทางลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว,2241.61,อัน ,2241.61,2241.61,2241.61,2241.61,2241.61,2241.61,2241.61
503,0504060100000000, ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี,x,x,x,x,x,x,x,x,x
504,0504060100100000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 1/2 นิ้ว,9.3,อัน ,9.3,9.3,9.3,9.3,9.3,9.3,9.3
505,0504060100200000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 3/4 นิ้ว,14.26,อัน ,14.26,14.26,14.26,14.26,14.26,14.26,14.26
506,0504060100300000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 1 นิ้ว,20.15,อัน ,20.15,20.15,20.15,20.15,20.15,20.15,20.15
507,0504060100400000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 1 1/4 นิ้ว,26.97,อัน ,26.97,26.97,26.97,26.97,26.97,26.97,26.97
508,0504060100500000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 1 1/2 นิ้ว,39.37,อัน ,39.37,39.37,39.37,39.37,39.37,39.37,39.37
509,0504060100600000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 2 นิ้ว,54.25,อัน ,54.25,54.25,54.25,54.25,54.25,54.25,54.25
510,0504060100700000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 2 1/2 นิ้ว,107.26,อัน ,107.26,107.26,107.26,107.26,107.26,107.26,107.26
511,0504060100800000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 3 นิ้ว,170.81,อัน ,170.81,170.81,170.81,170.81,170.81,170.81,170.81
512,0504060100900000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 4 นิ้ว,275.59,อัน ,275.59,275.59,275.59,275.59,275.59,275.59,275.59
513,0504060101000000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 5 นิ้ว,626.82,อัน ,626.82,626.82,626.82,626.82,626.82,626.82,626.82
514,0504060101100000,    ข้อต่อเกลียวนอก 2 ด้านท่อเหล็กเคลือบสังกะสี ศก. 6 นิ้ว,1161.57,อัน ,1161.57,1161.57,1161.57,1161.57,1161.57,1161.57,1161.57
515,0504070100000000, ข้องอลดท่อเหล็กเคลือบสังกะสี,x,x,x,x,x,x,x,x,x
516,0504070100200000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 3/4 นิ้ว,20.15,อัน ,20.15,20.15,20.15,20.15,20.15,20.15,20.15
517,0504070100300000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว,29.45,อัน ,29.45,29.45,29.45,29.45,29.45,29.45,29.45
518,0504070100400000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว,48.36,อัน ,48.36,48.36,48.36,48.36,48.36,48.36,48.36
519,0504070100500000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 1/2 นิ้ว,62,อัน ,62,62,62,62,62,62,62
520,0504070100600000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว,91.76,อัน ,91.76,91.76,91.76,91.76,91.76,91.76,91.76
521,0504070100700000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 2 1/2 นิ้ว,181.35,อัน ,181.35,181.35,181.35,181.35,181.35,181.35,181.35
522,0504070100800000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว,295.74,อัน ,295.74,295.74,295.74,295.74,295.74,295.74,295.74
523,0504070100900000,    ข้องอลดท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว,504.06,อัน ,504.06,504.06,504.06,504.06,504.06,504.06,504.06
524,0504080100000000, ข้อลดกลมท่อเหล็กเคลือบสังกะสี,x,x,x,x,x,x,x,x,x
525,0504080100100000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1/2 นิ้ว,12.4,อัน ,12.4,12.4,12.4,12.4,12.4,12.4,12.4
526,0504080100200000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 3/4 นิ้ว,16.43,อัน ,16.43,16.43,16.43,16.43,16.43,16.43,16.43
527,0504080100300000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว,23.56,อัน ,23.56,23.56,23.56,23.56,23.56,23.56,23.56
528,0504080100400000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว,34.72,อัน ,34.72,34.72,34.72,34.72,34.72,34.72,34.72
529,0504080100500000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 1 1/2 นิ้ว,42.47,อัน ,42.47,42.47,42.47,42.47,42.47,42.47,42.47
530,0504080100600000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว,66.03,อัน ,66.03,66.03,66.03,66.03,66.03,66.03,66.03
531,0504080100700000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 2 1/2 นิ้ว,121.21,อัน ,121.21,121.21,121.21,121.21,121.21,121.21,121.21
532,0504080100800000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว,168.33,อัน ,168.33,168.33,168.33,168.33,168.33,168.33,168.33
533,0504080100900000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว,310,อัน ,310,310,310,310,310,310,310
534,0504080101000000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,593.65,อัน ,593.65,593.65,593.65,593.65,593.65,593.65,593.65
535,0504080101100000,    ข้อลดกลมท่อเหล็กเคลือบสังกะสี ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว,791.74,อัน ,791.74,791.74,791.74,791.74,791.74,791.74,791.74
536,0504090000000000, ข้อต่อท่อเหล็กบุพีอี (สำหรับงานประปา),x,x,x,x,x,x,x,x,x
537,0504090100000000, ข้อต่อท่อเหล็กบุพีพี - ข้องอ 90 องศา เหล็กบุพีอี (สำหรับงานประปา),x,x,x,x,x,x,x,x,x
538,0504090100100000,    ข้องอ 90 องศา เหล็กบุพีพี แบบเกลียว (สำหรับงานประปา) ขนาด 1/2 นิ้ว ตรา SYLER,39,อัน ,39,39,39,39,39,39,39
539,0504090100200000,    ข้องอ 90 องศา เหล็กบุพีพี แบบเกลียว (สำหรับงานประปา) ขนาด 3 นิ้ว ตรา SYLER,565,อัน ,565,565,565,565,565,565,565
540,0504090200000000,   ข้อต่อท่อเหล็กบุพีพี - ข้อต่อสามทาง เหล็กบุพีอี (สำหรับงานประปา),-,อัน ,-,-,-,-,-,-,-
541,0504090200100000,    ข้อต่อสามทาง เหล็กบุพีพี แบบเกลียว (สำหรับงานประปา) ขนาด 1/2 นิ้ว ตรา SYLER,55,อัน ,55,55,55,55,55,55,55
542,0504090200200000,    ข้อต่อสามทาง เหล็กบุพีพี แบบเกลียว (สำหรับงานประปา) ขนาด 3 นิ้ว ตรา SYLER,772,อัน ,772,772,772,772,772,772,772
543,0504090300000000,   ข้อต่อท่อเหล็กบุพีพี - ข้อลดกลมเหล็กบุพีอี (สำหรับงานประปา),-,อัน ,-,-,-,-,-,-,-
544,0504090300100000,    ข้อลดกลมเหล็กบุพีพี แบบเกลียว (สำหรับงานประปา) ขนาด 3 นิ้ว ลง 2 นิ้ว ตรา SYLER,372,อัน ,372,372,372,372,372,372,372
545,0504090400000000,   ข้อต่อท่อเหล็กบุพีอี - ข้องอ 90 องศา เหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา),-,อัน ,-,-,-,-,-,-,-
546,0504090400100000,    ข้องอ 90 องศา เหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา) ขนาด 1 นิ้ว ตรา SYLER,257,อัน ,257,257,257,257,257,257,257
547,0504090400200000,    ข้องอ 90 องศา เหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา) ขนาด 6 นิ้ว ตรา SYLER,2692,อัน ,2692,2692,2692,2692,2692,2692,2692
548,0504090500000000,   ข้อต่อท่อเหล็กบุพีอี - ข้อต่อสามทางเหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา),-,อัน ,-,-,-,-,-,-,-
549,0504090500100000,    ข้อต่อสามทางเหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา) ขนาด 1 นิ้ว ตรา SYLER,427,อัน ,427,427,427,427,427,427,427
550,0504090500200000,    ข้อต่อสามทางเหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา) ขนาด 6 นิ้ว ตรา SYLER,4745,อัน ,4745,4745,4745,4745,4745,4745,4745
551,0504090600000000,   ข้อต่อท่อเหล็กบุพีอี - ข้อลดเบี้ยวเหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา),-,อัน ,-,-,-,-,-,-,-
552,0504090600100000,    ข้อลดเบี้ยวเหล็กกรู๊ฟ เคลือบพีอี (สำหรับงานประปา) ขนาด 6 นิ้ว ลง 4 นิ้ว ตรา SYLER,4050,อัน ,4050,4050,4050,4050,4050,4050,4050
553,0504090700000000,   ข้อต่อท่อเหล็กบุพีอี - คับปลิ้ง (Rigid Coupling) (สำหรับงานประปา),-,อัน ,-,-,-,-,-,-,-
554,0504090700100000,    คับปลิ้ง (Rigid Coupling) (สำหรับงานประปา) แบบพ่นสี ขนาด 1 นิ้ว ตรา SYLER,160,อัน ,160,160,160,160,160,160,160
555,0504090700200000,    คับปลิ้ง (Rigid Coupling) (สำหรับงานประปา) แบบพ่นสี ขนาด 6 นิ้ว ตรา SYLER,620,อัน ,620,620,620,620,620,620,620
556,0504090700300000,    คับปลิ้ง (Rigid Coupling) (สำหรับงานประปา) แบบชุบสังกะสี ขนาด 1 นิ้ว ตรา SYLER,185,อัน ,185,185,185,185,185,185,185
557,0504090700400000,    คับปลิ้ง (Rigid Coupling) (สำหรับงานประปา) แบบชุบสังกะสี ขนาด 6 นิ้ว ตรา SYLER,718,อัน ,718,718,718,718,718,718,718
558,0504100000000000, ข้อต่อท่อเหล็กบุพีอี (สำหรับงานดับเพลิง),x,x,x,x,x,x,x,x,x
559,0504100100000000, ข้อต่อท่อเหล็กบุพีอี - ข้อต่อข้องอ 90 องศา เหล็กกรู๊ฟ (สำหรับงานดับเพลิง),x,x,x,x,x,x,x,x,x
560,0504100100100000,    ข้อต่อข้องอ 90 องศา เหล็กกรู๊ฟ แบบพ่นสี (สำหรับงานดับเพลิง) ขนาด 1 นิ้ว ตรา SYLER,70,อัน ,70,70,70,70,70,70,70
561,0504100100200000,    ข้อต่อข้องอ 90 องศา เหล็กกรู๊ฟ แบบพ่นสี (สำหรับงานดับเพลิง) ขนาด 6 นิ้ว ตรา SYLER,952,อัน ,952,952,952,952,952,952,952
562,0504100200000000, ข้อต่อท่อเหล็กบุพีอี - ข้อต่อสามทางเหล็กกรู๊ฟ (สำหรับงานดับเพลิง),x,x,x,x,x,x,x,x,x
563,0504100200100000,    ข้อต่อสามทางเหล็กกรู๊ฟ (สำหรับงานดับเพลิง) แบบพ่นสี ขนาด 1 นิ้ว ตรา SYLER,100,อัน ,100,100,100,100,100,100,100
564,0504100200200000,    ข้อต่อสามทางเหล็กกรู๊ฟ (สำหรับงานดับเพลิง) แบบพ่นสี ขนาด 6 นิ้ว ตรา SYLER,1491,อัน ,1491,1491,1491,1491,1491,1491,1491
565,0504100300000000, ข้อต่อท่อเหล็กบุพีอี - ข้อลดเบี้ยวเหล็กกรู๊ฟ (สำหรับงานดับเพลิง),x,x,x,x,x,x,x,x,x
566,0504100300100000,    ข้อลดเบี้ยวเหล็กกรู๊ฟ (สำหรับงานดับเพลิง) แบบพ่นสี ขนาด 6 นิ้ว ลง 4 นิ้ว ตรา SYLER,1226,อัน ,1226,1226,1226,1226,1226,1226,1226
567,0504100400000000, ข้อต่อท่อเหล็กบุพีอี - ข้อต่อสามทางลดเหล็กกรู๊ฟ (สำหรับงานดับเพลิง),x,x,x,x,x,x,x,x,x
568,0504100400100000,    ข้อต่อสามทางลดเหล็กกรู๊ฟ (สำหรับงานดับเพลิง) แบบพ่นสี ขนาด 6 นิ้ว ลง 4 นิ้ว ตรา SYLER,1692,อัน ,1692,1692,1692,1692,1692,1692,1692
569,0505000000000000,ท่ออลูมิเนียม,กรกฎาคม,หน่วย,มกราคม,กุมภาพันธ์,มีนาคม,เมษายน,พฤษภาคม,มิถุนายน,กรกฎาคม
570,0505010100700000,    ท่ออลูมิเนียม หนา 1.0 มม. ขนาดเส้นผ่านศูนย์กลาง 1/2 นิ้ว ยาว 6 เมตร,180,ท่อน ,180,180,180,180,180,180,180
571,0505010100800000,    ท่ออลูมิเนียม หนา 1.0 มม. ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว ยาว 6 เมตร,300,ท่อน ,300,300,300,300,300,300,300
572,0505010100900000,    ท่ออลูมิเนียม หนา 1.0 มม. ขนาดเส้นผ่านศูนย์กลาง 3/4 นิ้ว ยาว 6 เมตร,240,ท่อน ,240,240,240,240,240,240,240
573,0505010101500000,"    ท่ออลูมิเนียม หนา 0.8 มม. ยาว 6 เมตร เส้นผ่านศูนย์กลาง 3/4""",149,ท่อน ,x,x,149,149,149,149,149
574,0505010101600000,"    ท่ออลูมิเนียม หนา 0.8 มม. ยาว 6 เมตร เส้นผ่านศูนย์กลาง 1""",198,ท่อน ,x,x,198,198,198,198,198
575,0506000000000000,ท่อประปาพีวีซี,กรกฎาคม,หน่วย,มกราคม,กุมภาพันธ์,มีนาคม,เมษายน,พฤษภาคม,มิถุนายน,กรกฎาคม
576,0506010000000000, ท่อประปาพีวีซีแข็ง ชนิดปลายธรรมดา ชั้น 5,x,x,x,x,x,x,x,x,x
577,0506010100100000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,55.72,ท่อน ,57.21,57.21,57.21,57.21,55.72,55.72,55.72
578,0506010100200000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/2 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,67.29,ท่อน ,69.08,69.08,69.08,69.08,67.29,67.29,67.29
579,0506010100300000,    ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,100.93,ท่อน ,103.63,103.63,103.63,103.63,100.93,100.93,100.93
580,0506010100400000,    ขนาดเส้นผ่านศูนย์กลาง 2 1/2 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,164.02,ท่อน ,168.39,168.39,168.39,168.39,164.02,164.02,164.02
581,0506010100500000,    ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,222.9,ท่อน ,228.84,228.84,228.84,228.84,222.9,222.9,222.9
582,0506010100600000,    ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,357.48,ท่อน ,367.01,367.01,367.01,367.01,357.48,357.48,357.48
583,0506010100700000,    ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,546.73,ท่อน ,561.31,561.31,561.31,561.31,546.73,546.73,546.73
584,0506010100800000,    ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,764.02,ท่อน ,784.39,784.39,784.39,784.39,764.02,764.02,764.02
585,0506010100900000,    ขนาดเส้นผ่านศูนย์กลาง 8 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,1142.52,ท่อน ,1172.99,1172.99,1172.99,1172.99,1142.52,1142.52,1142.52
586,0506010101000000,    ขนาดเส้นผ่านศูนย์กลาง 10 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,1640.19,ท่อน ,1683.93,1683.93,1683.93,1683.93,1640.19,1640.19,1640.19
587,0506010101100000,    ขนาดเส้นผ่านศูนย์กลาง 12 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,2306.07,ท่อน ,2367.57,2367.57,2367.57,2367.57,2306.07,2306.07,2306.07
588,0506010101200000,    ขนาดเส้นผ่านศูนย์กลาง 14 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,3364.49,ท่อน ,3454.21,3454.21,3454.21,3454.21,3364.49,3364.49,3364.49
589,0506010101300000,    ขนาดเส้นผ่านศูนย์กลาง 16 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,4282.71,ท่อน ,4396.92,4396.92,4396.92,4396.92,4282.71,4282.71,4282.71
590,0506010101400000,    ขนาดเส้นผ่านศูนย์กลาง 18 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,6098.13,ท่อน ,6260.75,6260.75,6260.75,6260.75,6098.13,6098.13,6098.13
591,0506010101500000,    ขนาดเส้นผ่านศูนย์กลาง 20 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,7710.28,ท่อน ,7915.89,7915.89,7915.89,7915.89,7710.28,7710.28,7710.28
592,0506010101600000,    ขนาดเส้นผ่านศูนย์กลาง 24 นิ้ว ยาว 4 เมตร ตราท่อน้ำไทย,11214.95,ท่อน ,11514.02,11514.02,11514.02,11514.02,11214.95,11214.95,11214.95
593,0506010102200000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 1 1/4 นิ้ว ตรา PPP,74.3,ท่อน ,x,x,x,74.3,74.3,74.3,74.3
594,0506010102300000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 1 1/2 นิ้ว ตรา PPP,89.72,ท่อน ,x,x,x,89.72,89.72,89.72,89.72
595,0506010102400000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 2 นิ้ว ตรา PPP,134.58,ท่อน ,x,x,x,134.58,134.58,134.58,134.58
596,0506010102500000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 2 1/2 นิ้ว ตรา PPP,218.69,ท่อน ,x,x,x,218.69,218.69,218.69,218.69
597,0506010102600000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 3 นิ้ว ตรา PPP,297.2,ท่อน ,x,x,x,297.2,297.2,297.2,297.2
598,0506010102700000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 4 นิ้ว ตรา PPP,476.64,ท่อน ,x,x,x,476.64,476.64,476.64,476.64
599,0506010102800000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 5 นิ้ว ตรา PPP,728.97,ท่อน ,x,x,x,728.97,728.97,728.97,728.97
600,0506010102900000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 6 นิ้ว ตรา PPP,1018.69,ท่อน ,x,x,x,1018.69,1018.69,1018.69,1018.69
601,0506010103000000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 8 นิ้ว ตรา PPP,1523.36,ท่อน ,x,x,x,1523.36,1523.36,1523.36,1523.36
602,0506010103100000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 10 นิ้ว ตรา PPP,2186.92,ท่อน ,x,x,x,2186.92,2186.92,2186.92,2186.92
603,0506010103200000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 12 นิ้ว ตรา PPP,3074.77,ท่อน ,x,x,x,3074.77,3074.77,3074.77,3074.77
604,0506010103300000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 14 นิ้ว ตรา PPP,4485.98,ท่อน ,x,x,x,4485.98,4485.98,4485.98,4485.98
605,0506010103400000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 16 นิ้ว ตรา PPP,5710.28,ท่อน ,x,x,x,5710.28,5710.28,5710.28,5710.28
606,0506010103500000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 18 นิ้ว ตรา PPP,9757.01,ท่อน ,x,x,x,9757.01,9757.01,9757.01,9757.01
607,0506010103600000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 20 นิ้ว ตรา PPP,13364.49,ท่อน ,x,x,x,13364.49,13364.49,13364.49,13364.49
608,0506010103700000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 24 นิ้ว ตรา PPP,19439.25,ท่อน ,x,x,x,19439.25,19439.25,19439.25,19439.25
609,0506010103800000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 1/2 นิ้ว ตรา SCG,119.63,ท่อน ,x,x,x,x,119.63,119.63,119.63
610,0506010104100000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 1 1/4 นิ้ว ตรา SCG,99.07,ท่อน ,x,x,x,x,99.07,99.07,99.07
611,0506010104200000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 1 1/2 นิ้ว ตรา SCG,119.63,ท่อน ,x,x,x,x,119.63,119.63,119.63
612,0506010104300000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 2 นิ้ว ตรา SCG,147.66,ท่อน ,x,x,x,x,147.66,147.66,147.66
613,0506010104400000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 2 1/2 นิ้ว ตรา SCG,261.68,ท่อน ,x,x,x,x,261.68,261.68,261.68
614,0506010104500000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 3 นิ้ว ตรา SCG,327.1,ท่อน ,x,x,x,x,327.1,327.1,327.1
615,0506010104600000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 4 นิ้ว ตรา SCG,514.02,ท่อน ,x,x,x,x,514.02,514.02,514.02
616,0506010104700000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 5 นิ้ว ตรา SCG,953.27,ท่อน ,x,x,x,x,953.27,953.27,953.27
617,0506010104800000,   ท่อ พีวีซี แข็ง ท่อประปา ชนิดปลายธรรมดา ชั้น 5 ยาว 4 เมตร เส้นผ่านศูนย์กลาง 6 นิ้ว ตรา SCG,1373.83,ท่อน ,x,x,x,x,1373.83,1373.83,1373.83
