,material_id,material_name,current,unit,jan,feb,mar,apr,may,jun,jul
2888,0513011300600000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 20 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 400 มม.,10500,ชุด ,8631.78,8631.78,8631.78,8631.78,8631.78,8631.78,10500
2889,0513011300700000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 20 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 500 มม.,14200.93,ชุด ,11814.02,11814.02,11814.02,11814.02,11814.02,11814.02,14200.93
2890,0513011300800000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 20 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 600 มม.,21074.77,ชุด ,17451.4,17451.4,17451.4,17451.4,17451.4,17451.4,21074.77
2891,0513011300900000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 20 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 800 มม.,38987.85,ชุด ,32087.85,32087.85,32087.85,32087.85,32087.85,32087.85,38987.85
2892,0513011301000000,"    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 20 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 1,000 มม.",60349.53,ชุด ,49753.27,49753.27,49753.27,49753.27,49753.27,49753.27,60349.53
2893,0513011400000000, ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 รวมข้อต่อพร้อมแหวนยาง,x,x,x,x,x,x,x,x,x
2894,0513011400100000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 100 มม.,1133.64,ชุด ,942.99,942.99,942.99,942.99,942.99,942.99,1133.64
2895,0513011400200000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 150 มม.,2302.8,ชุด ,1898.13,1898.13,1898.13,1898.13,1898.13,1898.13,2302.8
2896,0513011400300000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 200 มม.,3949.53,ชุด ,3254.21,3254.21,3254.21,3254.21,3254.21,3254.21,3949.53
2897,0513011400400000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 250 มม.,5381.31,ชุด ,4438.32,4438.32,4438.32,4438.32,4438.32,4438.32,5381.31
2898,0513011400500000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 300 มม.,8103.74,ชุด ,6657.01,6657.01,6657.01,6657.01,6657.01,6657.01,8103.74
2899,0513011400600000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 400 มม.,14105.61,ชุด ,11582.24,11582.24,11582.24,11582.24,11582.24,11582.24,14105.61
2900,0513011400700000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 500 มม.,17525.23,ชุด ,14424.3,14424.3,14424.3,14424.3,14424.3,14424.3,17525.23
2901,0513011400800000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 600 มม.,23548.6,ชุด ,19426.17,19426.17,19426.17,19426.17,19426.17,19426.17,23548.6
2902,0513011400900000,    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 800 มม.,43928.97,ชุด ,36347.66,36347.66,36347.66,36347.66,36347.66,36347.66,43928.97
2903,0513011401000000,"    ท่อประปาซีเมนต์ใยหินชนิดทนความดัน ประเภทปูนไฮดรอลิก ชนิดใช้งานทั่วไป (GU) ชั้น 25 ยาว 5 เมตร รวมข้อต่อพร้อมแหวนยาง ขนาด ศก. 1,000 มม.",67930.84,ชุด ,56371.96,56371.96,56371.96,56371.96,56371.96,56371.96,67930.84
2904,0514000000000000,ท่อไฟเบอร์กล๊าส,กรกฎาคม,หน่วย,มกราคม,กุมภาพันธ์,มีนาคม,เมษายน,พฤษภาคม,มิถุนายน,กรกฎาคม
2905,0514010000000000, ท่อร้อยสายไฟฟ้าและสายโทรศัพท์ไฟเบอร์กล๊าส,x,x,x,x,x,x,x,x,x
2906,0514010100000000, ท่อร้อยสายไฟฟ้าและสายโทรศัพท์ไฟเบอร์กล๊าส ชนิดหนาพิเศษ,x,x,x,x,x,x,x,x,x
2907,0514010100100000,    ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว หนา 0.070 นิ้ว,225,เมตร ,225,225,225,225,225,225,225
2908,0514010100200000,    ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว หนา 0.070 นิ้ว,315,เมตร ,315,315,315,315,315,315,315
2909,0514010100300000,    ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว หนา 0.070 นิ้ว,405,เมตร ,405,405,405,405,405,405,405
2910,0514010100400000,    ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว หนา 0.110 นิ้ว,585,เมตร ,585,585,585,585,585,585,585
2911,0514010100500000,    ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว หนา 0.110 นิ้ว,900,เมตร ,900,900,900,900,900,900,900
2912,0514010200000000, ท่อร้อยสายไฟฟ้าและสายโทรศัพท์ไฟเบอร์กล๊าส ชนิดหนามาตรฐาน,x,x,x,x,x,x,x,x,x
2913,0514010200100000,    ขนาด ศก. 5 นิ้ว หนา 0.070 นิ้ว,468,เมตร ,468,468,468,468,468,468,468
2914,0514020000000000, ข้อต่อท่อร้อยสายไฟฟ้าและสายโทรศัพท์ไฟเบอร์กล๊าส,x,x,x,x,x,x,x,x,x
2915,0514020200000000, ข้อลด,x,x,x,x,x,x,x,x,x
2916,0514020200100000,    ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว,594,อัน ,594,594,594,594,594,594,594
2917,0514020300000000, ข้อต่อปากระฆัง 2 ปลาย,x,x,x,x,x,x,x,x,x
2918,0514020300100000,    ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,495,อัน ,495,495,495,495,495,495,495
2919,0514020300200000,    ขนาดเส้นผ่านศูนย์กลาง 6 นิ้ว,540,อัน ,540,540,540,540,540,540,540
2920,0514020400000000, ข้อต่อปากแตร,x,x,x,x,x,x,x,x,x
2921,0514020400100000,    ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,252,อัน ,252,252,252,252,252,252,252
2922,0514020500000000, ข้อต่อโค้ง 90 องศา,x,x,x,x,x,x,x,x,x
2923,0514020500100000,    ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,2376,อัน ,2376,2376,2376,2376,2376,2376,2376
2924,0514020600000000, ข้อต่อโค้ง 45 องศา,x,x,x,x,x,x,x,x,x
2925,0514020600100000,    ขนาดเส้นผ่านศูนย์กลาง 5 นิ้ว,1287,อัน ,1287,1287,1287,1287,1287,1287,1287
2926,0515000000000000,ท่อและข้อต่อท่อร้อยสายไฟฟ้าและสายโทรศัพท์พีวีซี,กรกฎาคม,หน่วย,มกราคม,กุมภาพันธ์,มีนาคม,เมษายน,พฤษภาคม,มิถุนายน,กรกฎาคม
2927,0515010000000000, ท่อร้อยสายไฟฟ้าและสายโทรศัพท์พีวีซี,x,x,x,x,x,x,x,x,x
2928,0515010100000000, ท่อร้อยสายไฟฟ้าและสายโทรศัพท์พีวีซี ประเภท 1,x,x,x,x,x,x,x,x,x
2929,0515010100100000,    ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว,82.94,ท่อน ,85.28,85.28,85.28,85.28,82.94,82.94,82.94
2930,0515010100200000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว,119.44,ท่อน ,122.8,122.8,122.8,122.8,119.44,119.44,119.44
2931,0515010100300000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/2 นิ้ว,155.93,ท่อน ,160.33,160.33,160.33,160.33,155.93,155.93,155.93
2932,0515010100400000,    ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว,219.64,ท่อน ,225.82,225.82,225.82,225.82,219.64,219.64,219.64
2933,0515010100500000,    ขนาดเส้นผ่านศูนย์กลาง 2 1/2 นิ้ว,282.67,ท่อน ,290.64,290.64,290.64,290.64,282.67,282.67,282.67
2934,0515010100600000,    ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว,449.22,ท่อน ,461.88,461.88,461.88,461.88,449.22,449.22,449.22
2935,0515010100700000,    ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว,683.46,ท่อน ,702.71,702.71,702.71,702.71,683.46,683.46,683.46
2936,0515020000000000, ข้อต่อท่อร้อยสายไฟฟ้าและสายโทรศัพท์พีวีซี,x,x,x,x,x,x,x,x,x
2937,0515020100000000, ข้อต่อตรงท่อร้อยสายไฟฟ้าและสายโทรศัพท์พีวีซี,x,x,x,x,x,x,x,x,x
2938,0515020100100000,    ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว,4.84,อัน ,4.98,4.98,4.98,4.98,4.84,4.84,4.84
2939,0515020100200000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว,7.23,อัน ,7.44,7.44,7.44,7.44,7.23,7.23,7.23
2940,0515020100300000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/2 นิ้ว,9.29,อัน ,9.55,9.55,9.55,9.55,9.29,9.29,9.29
2941,0515020100400000,    ขนาดเส้นผ่านศูนย์กลาง 2 นิ้ว,14.6,อัน ,15.01,15.01,15.01,15.01,14.6,14.6,14.6
2942,0515020100500000,    ขนาดเส้นผ่านศูนย์กลาง 2 1/2 นิ้ว,23.95,อัน ,24.63,24.63,24.63,24.63,23.95,23.95,23.95
2943,0515020100600000,    ขนาดเส้นผ่านศูนย์กลาง 3 นิ้ว,39.81,อัน ,40.93,40.93,40.93,40.93,39.81,39.81,39.81
2944,0515020100700000,    ขนาดเส้นผ่านศูนย์กลาง 4 นิ้ว,71.66,อัน ,73.68,73.68,73.68,73.68,71.66,71.66,71.66
2945,0515020200000000, สามทาง 90 องศาท่อร้อยสายไฟฟ้าและสายโทรศัพท์พีวีซี,x,x,x,x,x,x,x,x,x
2946,0515020200100000,    ขนาดเส้นผ่านศูนย์กลาง 1 นิ้ว,9.95,อัน ,10.23,10.23,10.23,10.23,9.95,9.95,9.95
2947,0515020200200000,    ขนาดเส้นผ่านศูนย์กลาง 1 1/4 นิ้ว,14.2,อัน ,14.6,14.6,14.6,14.6,14.2,14.2,14.2
